ID,name,gender,inTake,classID,mode
51701095,Phan Quang Quang,male,K21,17050102,gn
51701096,Hoàng Quang Bình,male,K21,17050102,gn
51701097,Đỗ Văn Minh,male,K21,17050102,gn
51701098,Huỳnh Hữu Đức,male,K21,17050102,gn
51701099,Phạm Hải Công,male,K21,17050102,gn
51701100,Vũ Phương Ngọc,female,K21,17050102,gn
51701101,Trần Kim Ngọc,female,K21,17050103,gn
51701102,Võ Phương Hoa,female,K21,17050103,gn
51701103,Huỳnh Quang Quý,male,K21,17050103,gn
51701104,Đỗ Kim Ngọc,female,K21,17050103,gn
51701105,Lê Kim Yến,female,K21,17050103,gn
51701106,Đặng Hải Bình,male,K21,17050103,gn
51701107,Bùi Đức Quý,male,K21,17050103,gn
51701108,Bùi Đức Tuấn,male,K21,17050103,gn
51701109,Nguyễn Văn Công,male,K21,17050103,gn
51701110,Nguyễn Kim Yến,female,K21,17050103,gn
51701111,Hoàng Minh Hoa,female,K21,17050103,gn
51701112,Huỳnh Ngọc Phương,female,K21,17050103,gn
51701113,Bùi Phương Chi,female,K21,17050103,gn
51701114,Hoàng Công Đức,male,K21,17050103,gn
51701115,Dương Ngọc Yến,female,K21,17050103,gn
51701116,Hoàng Hải Quang,male,K21,17050103,gn
51701117,Vũ Công Bình,male,K21,17050103,gn
51701118,Trần Phương Linh,female,K21,17050103,gn
51701119,Võ Văn Văn,male,K21,17050103,gn
51701120,Bùi Phương Vân,female,K21,17050103,gn
51701121,Bùi Hữu Quý,male,K21,17050103,gn
51701122,Đỗ Đức Hữu,male,K21,17050103,gn
51701123,Võ Quang Quang,male,K21,17050103,gn
51701124,Lê Công Minh,male,K21,17050103,gn
51701125,Trần Minh Hoa,female,K21,17050103,gn
51701126,Huỳnh Đức Bình,male,K21,17050103,gn
51701127,Đỗ Đức Văn,male,K21,17050103,gn
51701128,Lê Kim Vân,female,K21,17050103,gn
51701129,Phan Thanh Anh,female,K21,17050103,gn
51701130,Bùi Thanh Anh,female,K21,17050103,gn
51701131,Phạm Minh Linh,female,K21,17050103,gn
51701132,Vũ Quang Hữu,male,K21,17050103,gn
51701133,Đặng Hữu Văn,male,K21,17050103,gn
51701134,Đặng Kim Yến,female,K21,17050103,gn
51701135,Hồ Đức Quý,male,K21,17050103,gn
51701136,Đặng Minh Yến,female,K21,17050103,gn
51701137,Nguyễn Hải Đức,male,K21,17050103,gn
51701138,Hồ Minh Phương,female,K21,17050103,gn
51701139,Huỳnh Thị Hoa,female,K21,17050103,gn
51701140,Đặng Văn Văn,male,K21,17050103,gn
51701141,Hồ Thị Chi,female,K21,17050103,gn
51701142,Trần Ngọc Linh,female,K21,17050103,gn
51701143,Võ Thanh Hoa,female,K21,17050103,gn
51701144,Vũ Kim Thảo,female,K21,17050103,gn
51701145,Đặng Hữu Quý,male,K21,17050103,gn
51701146,Vũ Ngọc Yến,female,K21,17050103,gn
51701147,Hồ Kim Phương,female,K21,17050103,gn
51701148,Ngô Đức Hữu,male,K21,17050103,gn
51701149,Ngô Quang Tuấn,male,K21,17050103,gn
51701150,Huỳnh Thanh Chi,female,K21,17050103,gn
51711001,Lê Hải Quang,male,K21,17050111,hq
51711002,Huỳnh Phương Anh,female,K21,17050111,hq
51711003,Ngô Phương Yến,female,K21,17050111,hq
51711004,Phạm Thanh Anh,female,K21,17050111,hq
51711005,Bùi Văn Minh,male,K21,17050111,hq
51711006,Phạm Văn Quang,male,K21,17050111,hq
51711007,Bùi Văn Công,male,K21,17050111,hq
51711008,Bùi Hữu Minh,male,K21,17050111,hq
51711009,Hồ Minh Phương,female,K21,17050111,hq
51711010,Dương Minh Trang,female,K21,17050111,hq
51711011,Ngô Công Văn,male,K21,17050111,hq
51711012,Nguyễn Hải Dương,male,K21,17050111,hq
51711013,Phạm Ngọc Thảo,female,K21,17050111,hq
51711014,Dương Thị Thảo,female,K21,17050111,hq
51711015,Huỳnh Văn Đức,male,K21,17050111,hq
51711016,Lê Hữu Hữu,male,K21,17050111,hq
51711017,Hoàng Kim Ngọc,female,K21,17050111,hq
51711018,Đỗ Hải Đức,male,K21,17050111,hq
51711019,Đỗ Minh Linh,female,K21,17050111,hq
51711020,Đặng Đức Hữu,male,K21,17050111,hq
51711021,Đặng Phương Trang,female,K21,17050111,hq
51711022,Trần Minh Hoa,female,K21,17050111,hq
51711023,Ngô Hữu Minh,male,K21,17050111,hq
51711024,Phan Hữu Hữu,male,K21,17050111,hq
51711025,Võ Minh Ngọc,female,K21,17050111,hq
51711026,Hồ Văn Quang,male,K21,17050111,hq
51711027,Phạm Thanh Thảo,female,K21,17050111,hq
51711028,Đặng Kim Linh,female,K21,17050111,hq
51711029,Đặng Văn Quang,male,K21,17050111,hq
51711030,Phan Kim Linh,female,K21,17050111,hq
51711031,Nguyễn Hải Bình,male,K21,17050111,hq
51711032,Trần Thị Trang,female,K21,17050111,hq
51711033,Hồ Thị Ngọc,female,K21,17050111,hq
51711034,Hoàng Hữu Bình,male,K21,17050111,hq
51711035,Đặng Ngọc Chi,female,K21,17050111,hq
51711036,Hoàng Hữu Tuấn,male,K21,17050111,hq
51711037,Đặng Thị Hoa,female,K21,17050111,hq
51711038,Hoàng Thanh Vân,female,K21,17050111,hq
51711039,Đặng Ngọc Linh,female,K21,17050111,hq
51711040,Bùi Hải Minh,male,K21,17050111,hq
51711041,Đỗ Văn Hữu,male,K21,17050111,hq
51711042,Nguyễn Ngọc Trang,female,K21,17050111,hq
51711043,Trần Hữu Bình,male,K21,17050111,hq
51711044,Nguyễn Văn Dương,male,K21,17050111,hq
51711045,Ngô Ngọc Vân,female,K21,17050111,hq
51711046,Nguyễn Hải Quý,male,K21,17050111,hq
51711047,Nguyễn Ngọc Chi,female,K21,17050111,hq
51711048,Hồ Hải Tuấn,male,K21,17050111,hq
51711049,Trần Ngọc Hoa,female,K21,17050111,hq
51711050,Hoàng Hải Quang,male,K21,17050111,hq
51711051,Trần Đức Quang,male,K21,17050112,hq
51711052,Hoàng Phương Chi,female,K21,17050112,hq
51711053,Võ Ngọc Linh,female,K21,17050112,hq
51711054,Trần Hải Công,male,K21,17050112,hq
51711055,Vũ Hữu Quý,male,K21,17050112,hq
51711056,Nguyễn Minh Hoa,female,K21,17050112,hq
51711057,Huỳnh Hải Bình,male,K21,17050112,hq
51711058,Võ Ngọc Thảo,female,K21,17050112,hq
51711059,Trần Kim Linh,female,K21,17050112,hq
51711060,Bùi Thanh Anh,female,K21,17050112,hq
51711061,Phạm Thanh Yến,female,K21,17050112,hq
51711062,Nguyễn Thị Phương,female,K21,17050112,hq
51711063,Võ Văn Quý,male,K21,17050112,hq
51711064,Võ Văn Hữu,male,K21,17050112,hq
51711065,Hoàng Công Quang,male,K21,17050112,hq
51711066,Trần Quang Văn,male,K21,17050112,hq
51711067,Lê Văn Bình,male,K21,17050112,hq
51711068,Nguyễn Quang Quang,male,K21,17050112,hq
51711069,Đỗ Kim Hoa,female,K21,17050112,hq
51711070,Trần Đức Tuấn,male,K21,17050112,hq
51711071,Vũ Thị Thảo,female,K21,17050112,hq
51711072,Hoàng Thanh Hoa,female,K21,17050112,hq
51711073,Phạm Kim Hoa,female,K21,17050112,hq
51711074,Phạm Văn Quý,male,K21,17050112,hq
51711075,Phạm Thị Phương,female,K21,17050112,hq
51711076,Huỳnh Văn Minh,male,K21,17050112,hq
51711077,Võ Quang Dương,male,K21,17050112,hq
51711078,Đỗ Ngọc Thảo,female,K21,17050112,hq
51711079,Hoàng Thị Chi,female,K21,17050112,hq
51711080,Dương Phương Trang,female,K21,17050112,hq
51711081,Huỳnh Ngọc Hoa,female,K21,17050112,hq
51711082,Hoàng Văn Bình,male,K21,17050112,hq
51711083,Bùi Đức Quang,male,K21,17050112,hq
51711084,Huỳnh Hữu Hữu,male,K21,17050112,hq
51711085,Phạm Ngọc Phương,female,K21,17050112,hq
51711086,Hoàng Thanh Anh,female,K21,17050112,hq
51711087,Hoàng Phương Phương,female,K21,17050112,hq
51711088,Nguyễn Văn Tuấn,male,K21,17050112,hq
51711089,Bùi Kim Thảo,female,K21,17050112,hq
51711090,Ngô Văn Dương,male,K21,17050112,hq
51711091,Phạm Hữu Minh,male,K21,17050112,hq
51711092,Đỗ Văn Đức,male,K21,17050112,hq
51711093,Dương Công Quang,male,K21,17050112,hq
51711094,Phạm Quang Hữu,male,K21,17050112,hq
51711095,Huỳnh Kim Phương,female,K21,17050112,hq
51711096,Đặng Phương Trang,female,K21,17050112,hq
51711097,Vũ Thị Chi,female,K21,17050112,hq
51711098,Dương Hải Công,male,K21,17050112,hq
51711099,Phạm Quang Tuấn,male,K21,17050112,hq
51711100,Trần Hữu Bình,male,K21,17050112,hq
51711101,Lê Minh Thảo,female,K21,17050113,hq
51711102,Đỗ Hữu Văn,male,K21,17050113,hq
51711103,Trần Ngọc Anh,female,K21,17050113,hq
51711104,Nguyễn Văn Quý,male,K21,17050113,hq
51711105,Ngô Đức Quang,male,K21,17050113,hq
51711106,Dương Thị Vân,female,K21,17050113,hq
51711107,Lê Thanh Trang,female,K21,17050113,hq
51711108,Huỳnh Kim Phương,female,K21,17050113,hq
51711109,Vũ Kim Thảo,female,K21,17050113,hq
51711110,Nguyễn Văn Công,male,K21,17050113,hq
51711111,Đỗ Phương Trang,female,K21,17050113,hq
51711112,Hoàng Kim Vân,female,K21,17050113,hq
51711113,Phạm Kim Phương,female,K21,17050113,hq
51711114,Hồ Văn Hữu,male,K21,17050113,hq
51711115,Bùi Thanh Hoa,female,K21,17050113,hq
51711116,Vũ Văn Minh,male,K21,17050113,hq
51711117,Lê Ngọc Phương,female,K21,17050113,hq
51711118,Trần Quang Hữu,male,K21,17050113,hq
51711119,Vũ Đức Công,male,K21,17050113,hq
51711120,Hồ Thị Trang,female,K21,17050113,hq
51711121,Trần Phương Linh,female,K21,17050113,hq
51711122,Trần Đức Minh,male,K21,17050113,hq
51711123,Dương Hữu Quý,male,K21,17050113,hq
51711124,Dương Thị Phương,female,K21,17050113,hq
51711125,Trần Phương Chi,female,K21,17050113,hq
51711126,Bùi Văn Dương,male,K21,17050113,hq
51711127,Hoàng Hải Dương,male,K21,17050113,hq
51711128,Đỗ Thị Hoa,female,K21,17050113,hq
51711129,Nguyễn Ngọc Anh,female,K21,17050113,hq
51711130,Dương Thị Linh,female,K21,17050113,hq
51711131,Lê Kim Linh,female,K21,17050113,hq
51711132,Võ Đức Dương,male,K21,17050113,hq
51711133,Nguyễn Minh Trang,female,K21,17050113,hq
51711134,Đặng Minh Thảo,female,K21,17050113,hq
51711135,Huỳnh Thị Vân,female,K21,17050113,hq
51711136,Vũ Kim Phương,female,K21,17050113,hq
51711137,Hồ Quang Đức,male,K21,17050113,hq
51711138,Phạm Kim Phương,female,K21,17050113,hq
51711139,Đặng Hữu Hữu,male,K21,17050113,hq
51711140,Phan Thị Linh,female,K21,17050113,hq
51711141,Lê Công Công,male,K21,17050113,hq
51711142,Nguyễn Hữu Văn,male,K21,17050113,hq
51711143,Võ Kim Thảo,female,K21,17050113,hq
51711144,Phan Ngọc Yến,female,K21,17050113,hq
51711145,Phan Hải Bình,male,K21,17050113,hq
51711146,Phạm Minh Anh,female,K21,17050113,hq
51711147,Bùi Phương Yến,female,K21,17050113,hq
51711148,Đỗ Phương Chi,female,K21,17050113,hq
51711149,Võ Minh Vân,female,K21,17050113,hq
51711150,Võ Phương Yến,female,K21,17050113,hq
51702001,Nguyễn Kim Phương,female,K21,17050201,gn
51702002,Hoàng Hải Công,male,K21,17050201,gn
51702003,Đặng Công Công,male,K21,17050201,gn
51702004,Phạm Công Công,male,K21,17050201,gn
51702005,Đặng Hữu Công,male,K21,17050201,gn
51702006,Phạm Phương Vân,female,K21,17050201,gn
51702007,Võ Hải Quang,male,K21,17050201,gn
51702008,Lê Kim Ngọc,female,K21,17050201,gn
51702009,Lê Công Đức,male,K21,17050201,gn
51702010,Dương Thanh Vân,female,K21,17050201,gn
51702011,Vũ Minh Linh,female,K21,17050201,gn
51702012,Võ Quang Hữu,male,K21,17050201,gn
51702013,Nguyễn Ngọc Yến,female,K21,17050201,gn
51702014,Hồ Thanh Chi,female,K21,17050201,gn
51702015,Dương Phương Vân,female,K21,17050201,gn
51702016,Huỳnh Văn Văn,male,K21,17050201,gn
51702017,Ngô Minh Vân,female,K21,17050201,gn
51702018,Vũ Kim Chi,female,K21,17050201,gn
51702019,Bùi Quang Minh,male,K21,17050201,gn
51702020,Nguyễn Đức Bình,male,K21,17050201,gn
51702021,Bùi Quang Văn,male,K21,17050201,gn
51702022,Đặng Văn Văn,male,K21,17050201,gn
51702023,Lê Thị Linh,female,K21,17050201,gn
51702024,Lê Thanh Yến,female,K21,17050201,gn
51702025,Vũ Hải Quang,male,K21,17050201,gn
51702026,Vũ Đức Minh,male,K21,17050201,gn
51702027,Nguyễn Quang Văn,male,K21,17050201,gn
51702028,Dương Hải Minh,male,K21,17050201,gn
51702029,Ngô Hữu Đức,male,K21,17050201,gn
51702030,Hồ Đức Hữu,male,K21,17050201,gn
51702031,Bùi Công Đức,male,K21,17050201,gn
51702032,Dương Phương Ngọc,female,K21,17050201,gn
51702033,Trần Quang Văn,male,K21,17050201,gn
51702034,Bùi Hữu Quý,male,K21,17050201,gn
51702035,Hoàng Quang Quý,male,K21,17050201,gn
51702036,Phạm Minh Yến,female,K21,17050201,gn
51702037,Đỗ Công Dương,male,K21,17050201,gn
51702038,Bùi Phương Thảo,female,K21,17050201,gn
51702039,Ngô Công Bình,male,K21,17050201,gn
51702040,Dương Hữu Quang,male,K21,17050201,gn
51702041,Bùi Đức Quý,male,K21,17050201,gn
51702042,Lê Quang Quý,male,K21,17050201,gn
51702043,Dương Minh Linh,female,K21,17050201,gn
51702044,Hoàng Hữu Dương,male,K21,17050201,gn
51702045,Nguyễn Hải Văn,male,K21,17050201,gn
51702046,Trần Đức Quang,male,K21,17050201,gn
51702047,Đặng Minh Ngọc,female,K21,17050201,gn
51702048,Hồ Hữu Bình,male,K21,17050201,gn
51702049,Hoàng Minh Hoa,female,K21,17050201,gn
51702050,Hoàng Thanh Trang,female,K21,17050201,gn
51702051,Đặng Hải Minh,male,K21,17050202,gn
51702052,Vũ Thị Hoa,female,K21,17050202,gn
51702053,Ngô Thanh Hoa,female,K21,17050202,gn
51702054,Hoàng Hữu Công,male,K21,17050202,gn
51702055,Hồ Minh Yến,female,K21,17050202,gn
51702056,Phan Minh Chi,female,K21,17050202,gn
51702057,Hồ Thanh Ngọc,female,K21,17050202,gn
51702058,Võ Minh Hoa,female,K21,17050202,gn
51702059,Hồ Quang Quang,male,K21,17050202,gn
51702060,Đỗ Công Hữu,male,K21,17050202,gn
51702061,Bùi Thị Yến,female,K21,17050202,gn
51702062,Huỳnh Đức Quang,male,K21,17050202,gn
51702063,Võ Đức Tuấn,male,K21,17050202,gn
51702064,Lê Thanh Chi,female,K21,17050202,gn
51702065,Trần Quang Văn,male,K21,17050202,gn
51702066,Vũ Phương Chi,female,K21,17050202,gn
51702067,Ngô Phương Chi,female,K21,17050202,gn
51702068,Trần Phương Ngọc,female,K21,17050202,gn
51702069,Hoàng Đức Quý,male,K21,17050202,gn
51702070,Đặng Quang Dương,male,K21,17050202,gn
51702071,Vũ Đức Đức,male,K21,17050202,gn
51702072,Đặng Minh Ngọc,female,K21,17050202,gn
51702073,Vũ Quang Minh,male,K21,17050202,gn
51702074,Bùi Đức Văn,male,K21,17050202,gn
51702075,Đặng Minh Ngọc,female,K21,17050202,gn
51702076,Đỗ Ngọc Hoa,female,K21,17050202,gn
51702077,Hoàng Quang Hữu,male,K21,17050202,gn
51702078,Vũ Quang Quang,male,K21,17050202,gn
51702079,Phan Phương Phương,female,K21,17050202,gn
51702080,Dương Phương Yến,female,K21,17050202,gn
51702081,Nguyễn Thị Hoa,female,K21,17050202,gn
51702082,Đỗ Công Tuấn,male,K21,17050202,gn
51702083,Phan Đức Đức,male,K21,17050202,gn
51702084,Dương Ngọc Thảo,female,K21,17050202,gn
51702085,Huỳnh Hữu Tuấn,male,K21,17050202,gn
51702086,Phạm Hải Công,male,K21,17050202,gn
51702087,Nguyễn Đức Quang,male,K21,17050202,gn
51702088,Phan Quang Quý,male,K21,17050202,gn
51702089,Huỳnh Minh Vân,female,K21,17050202,gn
51702090,Vũ Công Quý,male,K21,17050202,gn
51702091,Hoàng Thị Linh,female,K21,17050202,gn
51702092,Hoàng Thị Hoa,female,K21,17050202,gn
51702093,Đỗ Hữu Quý,male,K21,17050202,gn
51702094,Đỗ Công Bình,male,K21,17050202,gn
51702095,Võ Công Bình,male,K21,17050202,gn
51702096,Bùi Minh Anh,female,K21,17050202,gn
51702097,Trần Văn Đức,male,K21,17050202,gn
51702098,Bùi Văn Công,male,K21,17050202,gn
51702099,Vũ Hữu Quang,male,K21,17050202,gn
51702100,Vũ Văn Minh,male,K21,17050202,gn
51702101,Vũ Công Dương,male,K21,17050203,gn
51702102,Trần Quang Quang,male,K21,17050203,gn
51702103,Võ Văn Đức,male,K21,17050203,gn
51702104,Bùi Thanh Thảo,female,K21,17050203,gn
51702105,Phạm Công Quý,male,K21,17050203,gn
51702106,Dương Đức Văn,male,K21,17050203,gn
51702107,Phạm Thanh Yến,female,K21,17050203,gn
51702108,Bùi Thanh Thảo,female,K21,17050203,gn
51702109,Võ Hữu Hữu,male,K21,17050203,gn
51702110,Đặng Thị Yến,female,K21,17050203,gn
51702111,Võ Thị Hoa,female,K21,17050203,gn
51702112,Đặng Ngọc Phương,female,K21,17050203,gn
51702113,Vũ Minh Thảo,female,K21,17050203,gn
51702114,Trần Ngọc Yến,female,K21,17050203,gn
51702115,Nguyễn Công Tuấn,male,K21,17050203,gn
51702116,Bùi Văn Văn,male,K21,17050203,gn
51702117,Ngô Minh Trang,female,K21,17050203,gn
51702118,Trần Hữu Hữu,male,K21,17050203,gn
51702119,Đỗ Hữu Hữu,male,K21,17050203,gn
51702120,Dương Hải Dương,male,K21,17050203,gn
51702121,Phan Đức Quang,male,K21,17050203,gn
51702122,Lê Văn Văn,male,K21,17050203,gn
51702123,Võ Hữu Quý,male,K21,17050203,gn
51702124,Hoàng Công Công,male,K21,17050203,gn
51702125,Đặng Minh Vân,female,K21,17050203,gn
51702126,Trần Công Tuấn,male,K21,17050203,gn
51702127,Hồ Thị Thảo,female,K21,17050203,gn
51702128,Đỗ Công Tuấn,male,K21,17050203,gn
51702129,Trần Hữu Quý,male,K21,17050203,gn
51702130,Bùi Hải Công,male,K21,17050203,gn
51702131,Phan Quang Dương,male,K21,17050203,gn
51702132,Lê Minh Thảo,female,K21,17050203,gn
51702133,Bùi Công Công,male,K21,17050203,gn
51702134,Ngô Kim Phương,female,K21,17050203,gn
51702135,Võ Văn Tuấn,male,K21,17050203,gn
51702136,Nguyễn Thị Yến,female,K21,17050203,gn
51702137,Phan Thị Linh,female,K21,17050203,gn
51702138,Dương Phương Thảo,female,K21,17050203,gn
51702139,Đặng Quang Hữu,male,K21,17050203,gn
51702140,Võ Minh Linh,female,K21,17050203,gn
51702141,Trần Hải Dương,male,K21,17050203,gn
51702142,Đặng Minh Trang,female,K21,17050203,gn
51702143,Trần Kim Anh,female,K21,17050203,gn
51702144,Đặng Hữu Quang,male,K21,17050203,gn
51702145,Trần Văn Bình,male,K21,17050203,gn
51702146,Hồ Hữu Văn,male,K21,17050203,gn
51702147,Đỗ Công Quý,male,K21,17050203,gn
51702148,Võ Hữu Dương,male,K21,17050203,gn
51702149,Đặng Hải Dương,male,K21,17050203,gn
51702150,Trần Phương Ngọc,female,K21,17050203,gn
51712001,Đỗ Quang Công,male,K21,17050211,hq
51712002,Hồ Minh Trang,female,K21,17050211,hq
51712003,Vũ Văn Hữu,male,K21,17050211,hq
51712004,Hoàng Công Văn,male,K21,17050211,hq
51712005,Trần Phương Chi,female,K21,17050211,hq
51712006,Trần Phương Thảo,female,K21,17050211,hq
51712007,Vũ Công Công,male,K21,17050211,hq
51712008,Hồ Phương Thảo,female,K21,17050211,hq
51712009,Đỗ Hữu Quang,male,K21,17050211,hq
51712010,Đỗ Hải Quý,male,K21,17050211,hq
51712011,Bùi Hữu Quý,male,K21,17050211,hq
51712012,Ngô Đức Minh,male,K21,17050211,hq
51712013,Đặng Phương Hoa,female,K21,17050211,hq
51712014,Đặng Ngọc Linh,female,K21,17050211,hq
51712015,Hoàng Đức Công,male,K21,17050211,hq
51712016,Trần Hải Công,male,K21,17050211,hq
51712017,Lê Quang Quang,male,K21,17050211,hq
51712018,Phan Đức Minh,male,K21,17050211,hq
51712019,Nguyễn Minh Vân,female,K21,17050211,hq
51712020,Huỳnh Hải Công,male,K21,17050211,hq
51712021,Võ Thanh Yến,female,K21,17050211,hq
51712022,Lê Thanh Vân,female,K21,17050211,hq
51712023,Hoàng Công Hữu,male,K21,17050211,hq
51712024,Đặng Hữu Quang,male,K21,17050211,hq
51712025,Ngô Quang Đức,male,K21,17050211,hq
51712026,Bùi Quang Đức,male,K21,17050211,hq
51712027,Hoàng Hữu Đức,male,K21,17050211,hq
51712028,Phạm Văn Bình,male,K21,17050211,hq
51712029,Huỳnh Quang Minh,male,K21,17050211,hq
51712030,Đỗ Đức Dương,male,K21,17050211,hq
51712031,Ngô Kim Thảo,female,K21,17050211,hq
51712032,Đỗ Văn Hữu,male,K21,17050211,hq
51712033,Phan Thị Vân,female,K21,17050211,hq
51712034,Đỗ Văn Hữu,male,K21,17050211,hq
51712035,Vũ Công Công,male,K21,17050211,hq
51712036,Hồ Minh Trang,female,K21,17050211,hq
51712037,Đỗ Thị Linh,female,K21,17050211,hq
51712038,Lê Hải Đức,male,K21,17050211,hq
51712039,Bùi Kim Anh,female,K21,17050211,hq
51712040,Hồ Văn Văn,male,K21,17050211,hq
51712041,Trần Văn Công,male,K21,17050211,hq
51712042,Ngô Hữu Tuấn,male,K21,17050211,hq
51712043,Ngô Kim Phương,female,K21,17050211,hq
51712044,Nguyễn Hữu Văn,male,K21,17050211,hq
51712045,Hồ Hữu Quý,male,K21,17050211,hq
51712046,Phan Thanh Chi,female,K21,17050211,hq
51712047,Phan Hữu Quang,male,K21,17050211,hq
51712048,Ngô Thị Trang,female,K21,17050211,hq
51712049,Lê Quang Quang,male,K21,17050211,hq
51712050,Đỗ Hải Quang,male,K21,17050211,hq
51712051,Phan Hải Minh,male,K21,17050212,hq
51712052,Phạm Hữu Quý,male,K21,17050212,hq
51712053,Vũ Hữu Văn,male,K21,17050212,hq
51712054,Huỳnh Hữu Hữu,male,K21,17050212,hq
51712055,Lê Phương Yến,female,K21,17050212,hq
51712056,Đỗ Công Đức,male,K21,17050212,hq
